cddept,referenceprel,cdparametresiseeaux,cdparametre,libmajparametre,libminparametre,libwebparametre,qualitparam,insituana,rqana,cdunitereferencesiseeaux,cdunitereference,limitequal,refqual,valtraduite,casparam,referenceanl
"02A","02A00117479","TAC","1347","TITRE ALCALIMÉTRIQUE COMPLET","Titre alcalimétrique complet","","N","L","1,9","°f","28","","","1.900000","","02A00117082"
"02A","02A00117479","TBCZ","1694","TÉBUCONAZOLE","Tébuconazole",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","107534-96-3","02A00117082"
"02A","02A00117479","TBZ","1268","TERBUTHYLAZIN","Terbuthylazin",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","5915-41-3","02A00117082"
"02A","02A00117479","TCEY","1272","TÉTRACHLOROÉTHYLÈNE-1,1,2,2","Tétrachloroéthylène-1,1,2,2","","N","L","<0,3","µg/L","133","<=10 µg/L","","0.000000","127-18-4","02A00117082"
"02A","02A00117479","TCEYTCL","2963","TÉTRACHLOROÉTHYLÈN+TRICHLOROÉTHYLÈNE","Tétrachloroéthylèn+Trichloroéthylène",,"N","L","<0,6","µg/L","133","<=10 µg/L","","0.000000","","02A00117082"
"02A","02A00117479","TCLEY","1286","TRICHLOROÉTHYLÈNE","Trichloroéthylène","","N","L","<0,3","µg/L","133","<=10 µg/L","","0.000000","79-01-6","02A00117082"
"02A","02A00117479","TEAU","1301","TEMPÉRATURE DE L'EAU","Température de l'eau",,"N","T","14,0","°C","27","","<=25 °C","14.000000","",""
"02A","02A00117479","TERB","1267","TERBUPHOS","Terbuphos",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","13071-79-9","02A00117082"
"02A","02A00117479","TERBM","1266","TERBUMÉTON","Terbuméton",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","33693-04-8","02A00117082"
"02A","02A00117479","TERBU","1269","TERBUTRYNE","Terbutryne",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","886-50-0","02A00117082"
"02A","02A00117479","TH","1345","TITRE HYDROTIMÉTRIQUE","Titre hydrotimétrique","","N","L","2,2","°f","28","","","2.200000","","02A00117082"
"02A","02A00117479","THM4","2036","TRIHALOMÉTHANES (4 SUBSTANCES)","Trihalométhanes (4 substances)",,"N","L","5,4","µg/L","133","<=100 µg/L","","5.400000","","02A00117082"
"02A","02A00117479","TOL","1278","TOLUÈNE","Toluène","","N","L","<0,3","µg/L","133","","","0.000000","108-88-3","02A00117082"
"02A","02A00117479","TRIF","1289","TRIFLURALINE","Trifluraline",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","1582-09-8","02A00117082"
"02A","02A00117479","TURBNFU","1295","TURBIDITÉ NÉPHÉLOMÉTRIQUE NFU","Turbidité néphélométrique NFU",,"N","L","<0,5","NFU","232","","<=2 NFU","0.000000","","02A00117082"
"02A","02A00117479","XYLMP","1294","XYLÈNE PARA","Xylène para","","N","L","<0,6","µg/L","133","","","0.000000","106-42-3","02A00117082"
"02A","02A00117479","XYLO","1292","XYLÈNE ORTHO","Xylène ortho","","N","L","<0,3","µg/L","133","","","0.000000","95-47-6","02A00117082"
"02A","02A00117480","12DCLE","1161","DICHLOROÉTHANE-1,2","Dichloroéthane-1,2","","N","L","<0,3","µg/L","133","<=3 µg/L","","0.000000","107-06-2","02A00117083"
"02A","02A00117480","26DCB","2011","2,6 DICHLOROBENZAMIDE","2,6 Dichlorobenzamide",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","2008-58-4","02A00117083"
"02A","02A00117480","ACRYL","1457","ACRYLAMIDE","Acrylamide","","N","L","<0,1","µg/L","133","<=0.1 µg/L","","0.000000","79-06-1","02A00117083"
"02A","02A00117480","ACTITR","2098","ACTIVITÉ TRITIUM (3H)","Activité Tritium (3H)","","N","L","<10","Bq/L","9","","<=100 Bq/L","0.000000","","02A00117083"
"02A","02A00117480","ADET","1108","ATRAZINE DÉSÉTHYL","Atrazine déséthyl",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","6190-65-4","02A00117083"
"02A","02A00117480","ADSP","1109","ATRAZINE-DÉISOPROPYL","Atrazine-déisopropyl",,"N","L","<0,020","µg/L","133","<=0,1 µg/L","","0.000000","1007-28-9","02A00117083"
"02A","02A00117480","ALCL","1101","ALACHLORE","Alachlore",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","15972-60-8","02A00117083"
"02A","02A00117480","ALDR","1103","ALDRINE","Aldrine",,"N","L","<0,005","µg/L","133","<=0,03 µg/L","","0.000000","309-00-2","02A00117083"
"02A","02A00117480","ALTMICR","1370","ALUMINIUM TOTAL µG/L","Aluminium total µg/l","","N","L","28","µg/L","133","","<=200 µg/L","28.000000","7429-90-5","02A00117083"
"02A","02A00117480","AMNTZ","1105","AMINOTRIAZOLE","Aminotriazole",,"N","L","<0,050","µg/L","133","<=0,1 µg/L","","0.000000","61-82-5","02A00117083"
"02A","02A00117480","AMPA","1907","AMPA","AMPA",,"N","L","<0,020","µg/L","133","<=0,1 µg/L","","0.000000","1066-51-9","02A00117083"
"02A","02A00117480","AS","1369","ARSENIC","Arsenic",,"N","L","<2,5","µg/L","133","<=10 µg/L","","0.000000","7440-38-2","02A00117083"
"02A","02A00117480","ASP","6489","ASPECT (QUALITATIF)","Aspect (qualitatif)",,"O","L","Aspect normal","SANS OBJET","X","","","0.000000","","02A00117083"
"02A","02A00117480","ATRZ","1107","ATRAZINE","Atrazine",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","1912-24-9","02A00117083"
"02A","02A00117480","AZOXYST","1951","AZOXYSTROBINE","Azoxystrobine",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","131860-33-8","02A00117083"
"02A","02A00117480","BA","1396","BARYUM","Baryum",,"N","L","0,013","mg/L","162","","<=0,7 mg/L","0.013000","7440-39-3","02A00117083"
"02A","02A00117480","BENZ","1114","BENZÈNE","Benzène","","N","L","<0,3","µg/L","133","<=1 µg/L","","0.000000","71-43-2","02A00117083"
"02A","02A00117480","BENZETH","1497","ETHYLBENZÈNE","Ethylbenzène","","N","L","<0,3","µg/L","133","","","0.000000","100-41-4","02A00117083"
"02A","02A00117480","BMG","1362","BORE MG/L","Bore mg/L",,"N","L","0,011","mg/L","162","<=1,5 mg/L","","0.011000","7440-42-8","02A00117083"
"02A","02A00117480","BRATE","1751","BROMATES","Bromates","","N","L","<3,0","µg/L","133","<=10 µg/L","","0.000000","15541-45-4","02A00117083"
"02A","02A00117480","BRF","1122","BROMOFORME","Bromoforme",,"N","L","2,3","µg/L","133","<=100 µg/L","","2.300000","75-25-2","02A00117083"
"02A","02A00117480","BSIR","1042","BACT. ET SPORES SULFITO-RÉDU./100ML","Bact. et spores sulfito-rédu./100ml",,"N","L","0","n/(100mL)","226","","<=0 n/(100mL)","0.000000","","02A00117083"
"02A","02A00117480","BTZ","1113","BENTAZONE","Bentazone",,"N","L","<0,020","µg/L","133","<=0,1 µg/L","","0.000000","25057-89-0","02A00117083"
"02A","02A00117480","CA","1374","CALCIUM","Calcium","","N","L","24,7","mg/L","162","","","24.700000","7440-70-2","02A00117083"
"02A","02A00117480","CALCOC2","5907","EQUILIBRE CALCOCARBONIQUE 0/1/2/3/4","Equilibre calcocarbonique 0/1/2/3/4","","O","L","Eau agressive","SANS OBJET","X","",">=1 et <=2 SANS OBJET","4.000000","","02A00117083"
"02A","02A00117480","CBPT","1131","CARBOPHÉNOTION","Carbophénotion",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","786-19-6","02A00117083"
"02A","02A00117480","CDT25","1303","CONDUCTIVITÉ À 25°C","Conductivité à 25°C",,"N","L","221","µS/cm","147","",">=200 et <=1100 µS/cm","221.000000","","02A00117083"
"02A","02A00117480","CL","1337","CHLORURES","Chlorures",,"N","L","20,3","mg/L","162","","<=250 mg/L","20.300000","16887-00-6","02A00117083"
"02A","02A00117480","CL2LIB","1398","CHLORE LIBRE","Chlore libre",,"N","T","0,11","mg(Cl2)/L","165","","","0.110000","",""
"02A","02A00117480","CL2TOT","1399","CHLORE TOTAL","Chlore total",,"N","T","0,24","mg(Cl2)/L","165","","","0.240000","",""
"02A","02A00117480","CLF","1135","CHLOROFORME","Chloroforme",,"N","L","9,7","µg/L","133","<=100 µg/L","","9.700000","67-66-3","02A00117083"
"02A","02A00117480","CLVYL","1753","CHLORURE DE VINYL MONOMÈRE","Chlorure de vinyl monomère","","N","L","<0,3","µg/L","133","<=0.5 µg/L","","0.000000","75-01-4","02A00117083"
"02A","02A00117480","COT","1841","CARBONE ORGANIQUE TOTAL","Carbone organique total",,"N","L","1,5","mg(C)/L","163","","<=2 mg(C)/L","1.500000","","02A00117083"
"02A","02A00117480","COULQ","5900","COULEUR (QUALITATIF)","Couleur (qualitatif)",,"O","T","Aucun changement anormal","SANS OBJET","X","","","0.000000","",""
"02A","02A00117480","CPCNZ","1680","CYPROCONAZOL","Cyproconazol",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","94361-06-5","02A00117083"
"02A","02A00117480","CTF","1447","BACTÉRIES COLIFORMES /100ML-MS","Bactéries coliformes /100ml-MS",,"N","L","0","n/(100mL)","226","","<=0 n/(100mL)","0.000000","","02A00117083"
"02A","02A00117480","CTOL","1136","CHLORTOLURON","Chlortoluron",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","15545-48-9","02A00117083"
"02A","02A00117480","CYANT","1390","CYANURES TOTAUX","Cyanures totaux",,"N","L","<10","µg(CN)/L","380","<=50 µg(CN)/L","","0.000000","","02A00117083"
"02A","02A00117480","CYANZ","1137","CYANAZINE","Cyanazine",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","21725-46-2","02A00117083"
"02A","02A00117480","DBRMCL","1158","CHLORODIBROMOMÉTHANE","Chlorodibromométhane",,"N","L","8,0","µg/L","133","<=100 µg/L","","8.000000","124-48-1","02A00117083"
"02A","02A00117480","DCLMBR","1167","DICHLOROMONOBROMOMÉTHANE","Dichloromonobromométhane",,"N","L","9,5","µg/L","133","<=100 µg/L","","9.500000","75-27-4","02A00117083"
"02A","02A00117480","DCP","1169","DICHLORPROP","Dichlorprop",,"N","L","<0,020","µg/L","133","<=0,1 µg/L","","0.000000","120-36-5","02A00117083"
"02A","02A00117480","DDD44","1144","DDD-4,4'","DDD-4,4'",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","72-54-8","02A00117083"
"02A","02A00117480","DDE44","1146","DDE-4,4'","DDE-4,4'",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","72-55-9","02A00117083"
"02A","02A00117480","DDT24","1147","DDT-2,4'","DDT-2,4'",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","789-02-6","02A00117083"
"02A","02A00117480","DDT44","1148","DDT-4,4'","DDT-4,4'",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","50-29-3","02A00117083"
"02A","02A00117480","DFF","1814","DIFLUFÉNICANIL","Diflufénicanil",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","83164-33-4","02A00117083"
"02A","02A00117480","DIU","1177","DIURON","Diuron",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","330-54-1","02A00117083"
"02A","02A00117480","DMTH","1678","DIMÉTHÉNAMIDE","Diméthénamide",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","87674-68-8","02A00117083"
"02A","02A00117480","DMTM","1403","DIMÉTHOMORPHE","Diméthomorphe",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","110488-70-5","02A00117083"
"02A","02A00117480","ECOLI","1449","ESCHERICHIA COLI /100ML - MF","Escherichia coli /100ml - MF",,"N","L","0","n/(100mL)","226","<=0 n/(100mL)","","0.000000","","02A00117083"
"02A","02A00117480","ENDOA","1178","ENDOSULFAN ALPHA","Endosulfan alpha",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","959-98-8","02A00117083"
"02A","02A00117480","EPICL","1494","EPICHLOROHYDRINE","Epichlorohydrine","","N","L","<0,05","µg/L","133","<=0.1 µg/L","","0.000000","106-89-8","02A00117083"
"02A","02A00117480","EPOXCZ","1744","EPOXYCONAZOLE","Epoxyconazole",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","133855-98-8","02A00117083"
"02A","02A00117480","ETFS","1184","ETHOFUMÉSATE","Ethofumésate",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","26225-79-6","02A00117083"
"02A","02A00117480","FET","1393","FER TOTAL","Fer total",,"N","L","<10","µg/L","133","","<=200 µg/L","0.000000","7439-89-6","02A00117083"
"02A","02A00117480","FLAZASU","1939","FLAZASULFURON","Flazasulfuron",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","104040-78-0","02A00117083"
"02A","02A00117480","FMG","7073","FLUORURES MG/L","Fluorures mg/L",,"N","L","0,14","mg/L","162","<=1,5 mg/L","","0.140000","16984-48-8","02A00117083"
"02A","02A00117480","FNP","1214","MÉCOPROP","Mécoprop",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","93-65-2","02A00117083"
"02A","02A00117480","FNUR","1500","FÉNURON","Fénuron",,"N","L","<0,020","µg/L","133","<=0,1 µg/L","","0.000000","101-42-8","02A00117083"
"02A","02A00117480","FPRO","1700","FENPROPIDIN","Fenpropidin",,"N","L","<0,01","µg/L","133","<=0,1 µg/L","","0.000000","67306-00-7","02A00117083"
"02A","02A00117480","GPST","1506","GLYPHOSATE","Glyphosate",,"N","L","<0,020","µg/L","133","<=0,1 µg/L","","0.000000","1071-83-6","02A00117083"
"02A","02A00117480","GT22_68","5440","BACT. AÉR. REVIVIFIABLES À 22°-68H","Bact. aér. revivifiables à 22°-68h",,"N","L","1","n/mL","222","","","1.000000","","02A00117083"
"02A","02A00117480","GT36_44","5441","BACT. AÉR. REVIVIFIABLES À 36°-44H","Bact. aér. revivifiables à 36°-44h",,"N","L","0","n/mL","222","","","0.000000","","02A00117083"
"02A","02A00117480","HCB","1199","HEXACHLOROBENZÈNE","Hexachlorobenzène",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","118-74-1","02A00117083"
"02A","02A00117480","HCHA","1200","HCH ALPHA","HCH alpha",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","319-84-6","02A00117083"
"02A","02A00117480","HCHB","1201","HCH BÉTA","HCH béta",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","319-85-7","02A00117083"
"02A","02A00117480","HCHG","1203","HCH GAMMA (LINDANE)","HCH gamma (lindane)",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","58-89-9","02A00117083"
"02A","02A00117480","HEOD","1173","DIELDRINE","Dieldrine",,"N","L","<0,005","µg/L","133","<=0,03 µg/L","","0.000000","60-57-1","02A00117083"
"02A","02A00117480","HEP","1197","HEPTACHLORE","Heptachlore",,"N","L","<0,005","µg/L","133","<=0,03 µg/L","","0.000000","76-44-8","02A00117083"
"02A","02A00117480","HEPE","1198","HEPTACHLORE ÉPOXYDE","Heptachlore époxyde",,"N","L","<0,005","µg/L","133","<=0,03 µg/L","","0.000000","","02A00117083"
"02A","02A00117480","HG","1387","MERCURE","Mercure",,"N","L","<0,01","µg/L","133","<=1 µg/L","","0.000000","7439-97-6","02A00117083"
"02A","02A00117480","IMIDA","1877","IMIDACLOPRIDE","Imidaclopride",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","138261-41-3","02A00117083"
"02A","02A00117480","ISP","1208","ISOPROTURON","Isoproturon",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","34123-59-6","02A00117083"
"02A","02A00117480","IXB","1672","ISOXABEN","Isoxaben",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","82558-50-7","02A00117083"
"02A","02A00117480","LNR","1209","LINURON","Linuron",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","330-55-2","02A00117083"
"02A","02A00117480","MALTH","1210","MALATHION","Malathion",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","121-75-5","02A00117083"
"02A","02A00117480","MCPA","1212","2,4-MCPA","2,4-MCPA",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","94-74-6","02A00117083"
"02A","02A00117480","METAL","1706","MÉTALAXYLE","Métalaxyle",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","57837-19-1","02A00117083"
"02A","02A00117480","MG","1372","MAGNÉSIUM","Magnésium",,"N","L","4,4","mg(Mg)/L","320","","","4.400000","7439-95-4","02A00117083"
"02A","02A00117480","MN","1394","MANGANÈSE TOTAL","Manganèse total",,"N","L","<10","µg/L","133","","<=50 µg/L","0.000000","7439-96-5","02A00117083"
"02A","02A00117480","MRBPH","6569","ESSAI MARBRE PH","Essai marbre pH","","N","L","7,8","unité pH","264","","","7.800000","","02A00117083"
"02A","02A00117480","MRBTAC","6544","ESSAI MARBRE TAC","Essai marbre TAC","","N","L","8,6","°f","28","","","8.600000","","02A00117083"
"02A","02A00117480","MTC","1221","MÉTOLACHLORE","Métolachlore",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","51218-45-2","02A00117083"
"02A","02A00117480","MTX","1511","MÉTHOXYCHLORE","Méthoxychlore",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","72-43-5","02A00117083"
"02A","02A00117480","MYCLOSS","1881","MYCLOBUTANIL","Myclobutanil",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","88671-89-0","02A00117083"
"02A","02A00117480","NA","1375","SODIUM","Sodium","","N","L","14,5","mg/L","162","","<=200 mg/L","14.500000","7440-23-5","02A00117083"
"02A","02A00117480","NAPR","1519","NAPROPAMIDE","Napropamide",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","15299-99-7","02A00117083"
"02A","02A00117480","NH4","1335","AMMONIUM (EN NH4)","Ammonium (en NH4)",,"N","L","<0,05","mg/L","162","","<=0,1 mg/L","0.000000","14798-03-9","02A00117083"
"02A","02A00117480","NO2","1339","NITRITES (EN NO2)","Nitrites (en NO2)",,"N","L","<0,05","mg/L","162","<=0,1 mg/L","","0.000000","14797-65-0","02A00117083"
"02A","02A00117480","NO3","1340","NITRATES (EN NO3)","Nitrates (en NO3)",,"N","L","1,4","mg/L","162","<=50 mg/L","","1.400000","14797-55-8","02A00117083"
"02A","02A00117480","NO3_NO2","6374","NITRATES/50 + NITRITES/3","Nitrates/50 + Nitrites/3","","N","L","0,03","mg/L","162","<=1 mg/L","","0.030000","","02A00117083"
"02A","02A00117480","ODQ","5901","ODEUR (QUALITATIF)","Odeur (qualitatif)",,"O","T","Aucun changement anormal","SANS OBJET","X","","","0.000000","",""
"02A","02A00117480","OXDZ","1667","OXADIAZON","Oxadiazon",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","19666-30-9","02A00117083"
"02A","02A00117480","PCB101","1242","PCB 101","PCB 101","","N","L","<0,005","µg/L","133","","","0.000000","37680-73-2","02A00117083"
"02A","02A00117480","PCB118","1243","PCB 118","PCB 118","","N","L","<0,01","µg/L","133","","","0.000000","31508-00-6","02A00117083"
"02A","02A00117480","PCB138","1244","PCB 138","PCB 138","","N","L","<0,01","µg/L","133","","","0.000000","35065-28-2","02A00117083"
"02A","02A00117480","PCB153","1245","PCB 153","PCB 153","","N","L","<0,01","µg/L","133","","","0.000000","35065-27-1","02A00117083"
"02A","02A00117480","PCB180","1246","PCB 180","PCB 180","","N","L","<0,01","µg/L","133","","","0.000000","35065-29-3","02A00117083"
"02A","02A00117480","PCB194","1625","PCB 194","PCB 194","","N","L","<0,005","µg/L","133","","","0.000000","35694-08-7","02A00117083"
"02A","02A00117480","PCB28","1239","PCB 28","PCB 28","","N","L","<0,005","µg/L","133","","","0.000000","7012-37-5","02A00117083"
"02A","02A00117480","PCB52","1241","PCB 52","PCB 52","","N","L","<0,005","µg/L","133","","","0.000000","35693-99-3","02A00117083"
"02A","02A00117480","PCBI","7431","POLYCHLOROBIPHÉNILES INDICATEURS","Polychlorobiphéniles indicateurs","","N","L","<0,005","µg/L","133","","","0.000000","","02A00117083"
"02A","02A00117480","PESTOT","6276","TOTAL DES PESTICIDES ANALYSÉS","Total des pesticides analysés",,"N","L","<0,500","µg/L","133","<=0,5 µg/L","","0.000000","","02A00117083"
"02A","02A00117480","PH","1302","PH ","pH",,"N","L","7,1","unité pH","264","",">=6,5 et <=9 unité pH","7.100000","","02A00117083"
"02A","02A00117480","PHOSMET","1971","PHOSMET","Phosmet",,"N","L","<0,020","µg/L","133","<=0,1 µg/L","","0.000000","732-11-6","02A00117083"
"02A","02A00117480","PPCNZ","1257","PROPICONAZOLE","Propiconazole",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","60207-90-1","02A00117083"
"02A","02A00117480","PPIT","1255","PROPARGITE","Propargite",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","2312-35-8","02A00117083"
"02A","02A00117480","PRPZ","1414","PROPYZAMIDE","Propyzamide",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","23950-58-5","02A00117083"
"02A","02A00117480","RALPHA2","1034","ACTIVITÉ ALPHA GLOBALE EN BQ/L","Activité alpha globale en Bq/L",,"N","L","0,027","Bq/L","9","","","0.027000","","02A00117083"
"02A","02A00117480","RBETA2","1035","ACTIVITÉ BÉTA GLOBALE EN BQ/L","Activité béta globale en Bq/L",,"N","L","0,078","Bq/L","9","","","0.078000","","02A00117083"
"02A","02A00117480","SAVQ","5902","SAVEUR (QUALITATIF)","Saveur (qualitatif)",,"O","T","Aucun changement anormal","SANS OBJET","X","","","0.000000","",""
"02A","02A00117480","SE","1385","SÉLÉNIUM","Sélénium",,"N","L","<2,5","µg(Se)/L","333","<=20 µg(Se)/L","","0.000000","7782-49-2","02A00117083"
"02A","02A00117480","SECB","1262","SECBUMÉTON","Secbuméton",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","26259-45-0","02A00117083"
"02A","02A00117480","SMZ","1263","SIMAZINE","Simazine",,"N","L","<0,005","µg/L","133","<=0,1 µg/L","","0.000000","122-34-9","02A00117083"
"02A","02A00117480","SO4","1338","SULFATES","Sulfates",,"N","L","11,7","mg/L","162","","<=250 mg/L","11.700000","","02A00117083"
"02A","02A00117480","STRF","6455","ENTÉROCOQUES /100ML-MS","Entérocoques /100ml-MS",,"N","L","0","n/(100mL)","226","<=0 n/(100mL)","","0.000000","","02A00117083"
"02A","02A00117480","TA","1346","TITRE ALCALIMÉTRIQUE","Titre alcalimétrique","","N","L","<1","°f","28","","","0.000000","","02A00117083"
